3;anti_air_building;3281.00;9.60;943.00;0.89;0
3;anti_air_building;3273.00;9.50;948.00;5.01;0
3;anti_air_building;3264.00;9.70;940.00;1.39;0
3;radar_station;3238.00;9.80;926.00;3.00;0
4;arms_factory;3264.00;9.63;956.00;4.44;0
4;arms_factory;3251.00;9.82;954.00;2.27;0
4;arms_factory;3270.00;9.50;960.00;4.94;0
4;arms_factory;3247.00;9.88;951.00;0.21;0
4;arms_factory;3250.00;9.78;954.00;2.88;0
4;arms_factory;3252.00;9.50;958.00;0.72;0
4;industrial_complex;3267.00;9.50;958.00;1.93;0
4;industrial_complex;3249.00;9.57;956.00;4.94;0
4;industrial_complex;3258.00;9.50;959.00;2.78;0
4;industrial_complex;3266.00;9.50;959.00;3.99;0
4;industrial_complex;3272.00;9.50;961.00;1.83;0
4;industrial_complex;3244.00;9.68;953.00;3.39;0
4;air_base;3256.00;9.65;956.00;6.06;0
4;bunker;3248.00;9.70;954.00;5.45;0
4;bunker;3266.00;9.50;958.00;0.38;0
4;bunker;3252.00;9.50;958.00;4.51;0
4;bunker;3259.00;9.75;955.00;0.89;0
4;anti_air_building;3251.00;9.50;958.00;2.95;0
4;anti_air_building;3270.00;9.50;958.00;0.79;0
4;anti_air_building;3248.00;9.55;956.00;0.89;0
4;radar_station;3240.00;9.90;949.00;3.77;0
1;arms_factory;3225.00;9.80;932.00;3.83;0
1;arms_factory;3223.00;9.75;920.00;0.21;0
1;arms_factory;3233.00;9.90;930.00;3.23;0
1;arms_factory;3233.00;9.95;939.00;4.44;0
1;arms_factory;3234.00;9.90;945.00;2.27;0
1;arms_factory;3237.00;9.90;948.00;4.94;0
1;industrial_complex;3229.00;9.80;922.00;0.21;0
1;industrial_complex;3234.00;9.93;932.00;2.88;0
1;industrial_complex;3229.00;9.80;935.00;0.72;0
1;industrial_complex;3236.00;9.90;947.00;1.93;0
1;industrial_complex;3233.00;9.90;929.00;4.94;0
1;industrial_complex;3229.00;9.80;943.00;2.78;0
1;air_base;3228.00;9.80;944.00;3.99;0
1;bunker;3231.00;9.80;926.00;3.39;0
1;bunker;3226.00;9.80;941.00;6.06;0
1;bunker;3231.00;9.80;928.00;2.44;0
1;bunker;3233.00;9.90;945.00;5.45;0
1;anti_air_building;3234.00;9.90;948.00;0.89;0
1;anti_air_building;3238.00;10.00;940.00;3.90;0
1;anti_air_building;3231.00;9.80;925.00;0.28;0
1;radar_station;3222.00;9.80;918.00;1.60;0
2;arms_factory;3229.00;9.75;951.00;4.44;0
2;arms_factory;3231.00;9.50;954.00;2.27;0
2;arms_factory;3228.00;9.63;952.00;4.94;0
2;arms_factory;3231.00;9.75;951.00;0.21;0
2;arms_factory;3233.00;9.53;954.00;2.88;0
2;arms_factory;3230.00;9.68;952.00;0.72;0
2;industrial_complex;3233.00;9.78;951.00;1.93;0
2;industrial_complex;3236.00;9.60;953.00;4.94;0
2;industrial_complex;3232.00;9.70;952.00;2.78;0
2;industrial_complex;3234.00;9.50;955.00;3.99;0
2;industrial_complex;3238.00;9.57;953.00;1.83;0
2;industrial_complex;3233.00;9.70;952.00;3.39;0
2;air_base;3227.00;9.70;951.00;6.06;0
2;bunker;3237.00;9.78;951.00;5.45;0
2;anti_air_building;3227.00;9.60;952.00;0.89;0
2;anti_air_building;3231.00;9.50;955.00;3.90;0
2;anti_air_building;3234.00;9.63;953.00;0.28;0
2;radar_station;3226.00;9.78;950.00;1.60;0
